campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,product,no_of_CTA,mean_CTA_len,no_of_image,is_personalised,no_of_quotes,is_timer,no_of_emoticons,is_discount,is_price,is_urgency,target_audience,click_rate
93,3,94,15119,24,3,0,Evening,1,5,8,29,1,0,1,0,0,0,0,0,10,0.003381721
94,3,90,13392,24,3,0,Evening,1,5,2,21,2,0,1,0,0,0,0,0,10,0.006842032
95,3,80,18718,11,3,0,Evening,15,13,9,33,1,0,1,0,1,0,0,1,12,0.00362568
96,3,86,19046,16,2,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,16,0.001388866
97,3,84,1703,112,2,0,Noon,6,10,1,55,2,0,0,0,0,0,0,0,12,0.030303030303030307
98,3,71,9603,23,2,0,Evening,1,5,3,22,0,0,1,0,0,0,0,0,14,0.041884816753926704
99,3,86,19052,16,1,0,Evening,1,5,4,21,1,0,1,0,0,0,0,0,10,0.006233596
100,3,86,19046,16,1,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,16,0.002039013
101,3,86,19046,16,0,0,Evening,1,5,5,19,1,0,1,0,0,0,0,0,8,0.003051478
102,3,74,17217,18,5,1,Noon,1,5,4,24,1,0,1,0,0,0,0,0,10,0.008146412
103,3,77,15687,18,5,1,Noon,1,5,9,25,1,0,0,0,0,0,0,0,16,0.002442262
104,3,91,11179,32,4,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,10,0.007453117
105,3,77,15687,18,4,0,Evening,1,5,9,25,1,0,0,0,0,0,0,0,16,0.004566516
106,3,62,9603,23,3,0,Evening,1,5,3,22,0,0,1,0,0,0,0,1,14,0.055343511
107,3,90,11282,38,1,0,Evening,15,9,3,25,1,0,1,0,2,0,0,0,15,0.008745275
108,3,84,12519,27,1,0,Evening,15,6,5,33,0,0,0,0,0,0,0,1,12,0.005076685
109,3,77,15687,18,3,0,Evening,1,5,9,20,1,0,0,0,0,0,0,0,7,0.002986648
110,3,74,17353,15,1,0,Noon,10,42,7,30,0,0,0,0,2,0,0,0,8,0.0045904
111,3,80,7775,22,1,0,Evening,10,42,0,31,0,0,1,0,0,0,0,0,14,0.16317991631799164
112,3,80,17347,15,0,0,Evening,1,5,7,30,0,0,0,0,1,0,0,0,7,0.004899723
113,3,75,11938,30,6,1,Evening,15,12,3,26,0,0,1,0,0,0,0,0,12,0.002357833
114,3,118,17996,22,6,1,Evening,10,42,4,30,2,0,0,0,1,0,0,0,16,0.001188783
115,3,94,12274,18,6,1,Noon,15,6,4,24,1,0,0,0,0,0,0,1,12,0.004480005
116,3,60,10492,39,2,0,Evening,15,9,3,25,1,0,2,0,0,0,0,0,16,0.003282256
117,3,96,10229,34,3,0,Noon,1,5,2,18,1,0,2,0,0,0,0,0,10,0.00498555
118,3,69,9642,24,3,0,Noon,1,5,3,22,0,0,1,0,0,0,0,0,14,0.044973545
119,3,69,9642,24,1,0,Evening,1,5,3,22,0,0,1,0,0,0,0,0,14,0.038095238
120,3,72,7325,66,1,0,Evening,15,9,2,30,1,0,0,0,0,0,0,0,16,0.002977563
121,3,61,13868,25,1,0,Evening,15,1,4,29,2,0,0,0,1,0,0,1,16,0.008931615
122,3,84,10766,34,1,0,Noon,1,5,2,28,1,0,2,0,0,0,0,0,10,0.013873901649452751
123,3,84,12755,32,2,0,Evening,1,5,4,32,1,0,2,0,0,0,0,0,11,0.003487567
124,3,88,13661,34,0,0,Evening,15,1,3,33,0,0,1,0,3,0,0,0,12,0.006471569
125,3,84,12755,32,0,0,Evening,1,5,4,32,1,0,2,0,0,0,0,0,8,0.010194537
126,3,61,9642,24,5,1,Morning,1,5,3,22,0,0,1,0,0,0,0,1,14,0.085409253
127,3,94,15119,24,5,1,Noon,1,5,8,29,1,0,1,0,0,0,0,0,16,0.004888243
128,3,63,8302,39,4,0,Evening,15,31,3,27,1,0,1,0,0,0,0,0,5,0.002513691
129,3,97,20850,16,4,0,Noon,1,5,7,35,2,0,1,0,0,0,0,0,16,0.003037276
130,3,82,9816,23,2,0,Evening,15,9,4,38,1,0,0,0,0,0,5499,0,12,0.002542681
131,3,124,13821,34,2,0,Evening,15,9,4,31,1,0,0,0,1,0,0,1,16,0.014396138042010287
132,3,97,20850,16,1,0,Evening,1,5,7,35,2,0,1,0,0,0,0,0,7,0.005284473
133,3,83,9821,23,1,0,Evening,15,9,4,38,1,0,0,0,0,0,5499,0,12,0.006363096
134,3,79,10474,26,1,0,Noon,10,42,4,39,0,0,2,0,0,0,0,0,12,0.078911565
135,3,92,12347,33,0,0,Evening,15,9,4,29,0,0,1,0,0,0,0,0,16,0.003209132
136,3,67,11438,13,6,1,Evening,6,26,3,40,0,0,1,0,0,0,0,0,14,0.030342156229825695
137,3,102,13399,37,5,1,Evening,15,9,3,32,0,0,0,0,0,0,0,0,16,0.010969344786929423
138,3,91,10683,89,5,1,Evening,6,26,7,50,1,0,1,0,0,0,0,0,12,0.035824784
139,3,53,9526,21,5,1,Evening,1,5,4,21,0,0,1,0,0,0,0,0,12,0.067226891
140,3,124,10332,81,4,0,Evening,6,26,6,51,0,0,1,0,0,0,0,0,14,0.025943396226415096
141,3,121,10777,49,4,0,Evening,15,9,3,27,1,0,0,0,1,0,0,0,16,0.003135661
142,3,84,15302,18,4,0,Noon,10,42,5,36,1,0,2,0,2,0,0,0,12,0.002556736
143,3,81,7806,24,4,0,Evening,10,42,0,31,1,0,2,0,0,0,0,0,12,0.20496894409937888
144,3,95,6492,36,4,0,Evening,10,42,2,41,1,0,2,0,0,0,0,0,14,0.010138673593363777
145,3,85,9731,28,3,0,Evening,15,6,4,18,2,1,0,0,0,0,0,0,10,0.01192207
146,3,73,11206,34,3,0,Evening,1,5,4,34,1,0,1,0,0,0,0,0,12,0.002310524
147,3,92,15144,16,3,0,Noon,10,42,5,21,0,0,1,0,1,0,0,0,12,0.001781157
148,3,96,10007,69,2,0,Evening,6,26,6,52,1,0,1,0,0,0,0,1,14,0.035154231
149,3,69,8237,47,2,0,Evening,2,11,0,23,2,0,0,0,0,0,0,0,3,0.013490014227749382
150,3,89,9231,51,2,0,Evening,15,9,3,27,0,0,0,0,0,0,0,0,16,0.003889991
151,3,90,1663,115,2,0,Noon,2,11,0,22,1,0,1,0,0,0,0,0,12,0.1513157894736842
152,3,92,4774,49,2,0,Evening,2,11,2,28,1,0,1,0,0,0,0,0,14,0.071041949
153,3,69,8237,47,2,0,Evening,2,11,0,23,2,0,0,0,0,0,0,0,10,0.013641425389755012
154,3,88,9726,36,1,0,Evening,15,6,2,33,0,0,0,0,0,0,0,0,12,0.004874046
155,3,77,9376,46,1,0,Evening,6,26,7,61,1,0,1,0,0,0,0,0,14,0.09553696
156,3,68,10507,27,2,0,Noon,10,42,3,39,1,0,2,0,0,0,0,0,12,0.08988764
157,3,71,9752,40,1,0,Evening,2,11,3,29,2,0,1,0,0,0,0,0,16,0.00142163
158,3,81,15144,16,2,0,Evening,10,42,5,21,0,0,1,0,1,0,0,0,12,0.002490788
159,3,71,9752,40,1,0,Morning,2,11,3,29,2,0,1,0,0,0,0,0,16,0.008381924
160,3,87,11837,32,0,0,Evening,15,6,2,30,1,0,0,0,0,0,8000,0,12,0.003809867
161,3,77,8225,46,0,0,Evening,2,11,3,26,2,0,1,0,0,0,0,0,16,0.002174776
162,3,72,4966,59,5,1,Morning,2,11,2,28,1,0,2,0,0,0,0,1,14,0.051535088
163,3,94,22015,17,5,1,Morning,2,11,4,27,1,0,1,0,0,0,0,0,16,0.00274185
164,3,95,13017,27,4,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,15,0.002038291
165,3,73,14713,26,4,0,Evening,15,6,3,27,1,0,1,0,0,0,8000,1,12,0.002061555
166,3,94,22015,17,4,0,Evening,2,11,4,27,1,0,1,0,0,0,0,0,10,0.011251758087201124
167,3,86,15027,16,4,0,Evening,6,26,5,42,1,0,1,0,0,0,0,1,16,0.0059482
168,3,75,11089,39,3,0,Evening,6,26,2,32,2,0,0,0,0,0,0,0,14,0.090760692
169,3,95,12254,20,3,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,12,0.005029615
170,3,87,12505,39,3,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,16,0.006661341
171,3,106,12542,37,3,0,Noon,6,26,4,47,2,0,0,0,0,0,0,0,14,0.23265306122448975
172,3,71,1655,112,3,0,Noon,2,11,0,22,1,0,1,0,0,0,0,0,12,0.125
173,3,77,10105,39,3,0,Evening,2,11,2,23,2,0,0,0,0,0,0,0,16,0.005346518
174,3,113,12598,28,2,0,Evening,6,26,5,42,0,0,1,0,0,0,0,0,12,0.004030995
175,3,85,6555,39,2,0,Evening,10,42,1,21,1,0,1,0,0,0,0,0,14,0.009145931
176,3,88,7783,23,2,0,Evening,10,42,0,31,0,0,1,0,0,0,0,0,12,0.16714697406340054
177,3,97,12658,29,1,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,12,0.003085607
178,3,72,4966,59,1,0,Evening,2,11,2,28,1,0,2,0,0,0,0,1,14,0.028669724770642207
179,3,67,10818,31,1,0,Evening,1,5,3,33,0,0,0,0,0,0,0,0,11,0.002274244
180,3,80,15288,19,1,0,Evening,10,42,6,30,0,0,2,0,1,0,0,0,12,0.004562784
181,3,77,10105,39,1,0,Evening,2,11,0,15,2,0,0,0,0,0,0,0,10,0.018399264029438818
182,3,102,12658,29,0,0,Evening,6,26,5,42,1,0,1,0,0,0,0,0,5,0.004500021
183,3,80,15288,19,0,0,Evening,10,42,6,30,0,0,2,0,1,0,0,0,12,0.006741138
184,3,63,4966,59,5,1,Noon,2,11,2,28,1,0,2,0,0,0,0,0,14,0.084566596
185,3,93,8488,55,5,1,Noon,2,11,2,39,2,0,1,0,0,0,0,1,10,0.021703338
186,3,93,8488,55,5,1,Noon,2,11,3,36,2,0,1,0,0,0,0,1,16,0.008922897
187,3,67,10818,31,4,0,Evening,1,5,3,33,0,0,0,0,0,0,0,0,7,0.002726411
188,3,93,8488,55,4,0,Evening,2,11,4,36,2,0,1,0,0,0,0,1,16,0.005764292
189,3,104,15582,23,3,0,Evening,6,26,5,30,2,0,1,0,0,0,0,0,12,0.003924085
190,3,67,9202,36,3,0,Evening,15,9,3,27,2,0,1,0,0,0,0,0,10,0.000882908
191,3,91,11999,19,3,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,16,0.01932653
192,3,94,14346,34,3,0,Evening,2,11,2,24,2,0,0,0,0,0,0,0,10,0.022294473
193,3,90,17317,40,2,0,Evening,15,9,3,34,0,0,0,0,0,0,0,0,16,0.003715836
194,3,98,15851,24,2,0,Evening,6,26,10,20,2,0,1,0,0,0,0,0,12,0.006637645
195,3,83,1686,116,2,0,Evening,2,11,0,22,1,0,1,0,0,0,0,1,12,0.084033613
196,3,93,14350,34,2,0,Evening,2,11,3,27,2,0,0,0,0,0,0,0,16,0.003288412
197,3,42,7188,62,2,0,Noon,6,10,2,24,2,0,0,0,0,0,0,0,14,0.015555555555555557
198,3,99,15916,25,1,0,Evening,6,26,10,22,1,0,1,0,0,0,0,0,8,0.008628337
199,3,79,4966,59,1,0,Evening,2,11,2,28,1,0,2,0,0,0,0,1,14,0.064724919
200,3,99,14976,26,1,0,Evening,2,11,5,23,2,0,1,0,0,0,0,0,16,0.006021748
201,3,94,17918,22,1,0,Evening,2,11,2,25,2,0,1,0,0,0,0,0,10,0.018503221543036512
202,3,67,9202,36,1,0,Evening,15,9,3,27,2,0,1,0,0,0,0,0,12,0.006948489
203,3,99,14976,26,0,0,Evening,2,11,5,23,2,0,1,0,0,0,0,0,16,0.004296787
204,3,125,13438,8,6,1,Evening,6,26,4,23,6,0,0,0,0,0,0,0,12,0.008719156
205,3,73,4938,57,5,1,Morning,2,11,2,28,0,0,2,0,0,0,0,0,14,0.076923077
206,3,77,23961,15,5,1,Morning,2,11,5,26,1,0,1,0,1,0,0,0,10,0.010164569215876091
207,3,77,23956,15,5,1,Noon,2,11,10,21,1,0,1,0,1,0,0,0,16,0.003054601
208,3,91,11999,19,4,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,10,0.007298034
209,3,118,15906,24,4,0,Evening,6,26,10,22,1,0,1,0,0,0,0,0,16,0.005720899
210,3,68,19555,22,5,1,Noon,1,5,7,35,2,0,0,0,0,0,0,0,5,0.002408495
211,3,42,7212,66,4,0,Morning,6,10,2,25,2,0,0,0,0,0,0,0,14,0.030845497
212,3,103,13444,8,3,0,Evening,6,26,4,23,6,0,0,0,0,0,0,0,4,0.001626843
213,3,91,13017,27,3,0,Evening,15,9,2,25,1,0,1,0,1,0,0,0,15,0.003714732
214,3,83,1686,116,3,0,Evening,2,11,0,22,1,0,1,0,0,0,0,1,12,0.12396694214876032
215,3,68,19544,21,3,0,Evening,1,5,7,31,2,0,0,0,0,0,0,0,8,0.001934805
216,3,68,19555,22,2,0,Evening,1,5,7,35,2,0,0,0,0,0,0,0,5,0.002563236
217,3,88,9147,36,2,0,Evening,2,11,2,34,1,0,1,0,2,0,0,0,10,0.007405693
218,3,88,10641,32,2,0,Evening,2,11,4,29,1,0,1,0,2,0,0,0,16,0.004424901
219,3,79,4938,57,2,0,Evening,2,11,2,28,0,0,2,0,0,0,0,1,14,0.032921811
220,3,115,13440,8,2,0,Noon,6,26,4,19,6,0,0,0,0,0,0,0,2,0.020365666
221,3,82,9147,36,1,0,Evening,2,11,2,34,1,0,1,0,2,0,0,0,10,0.019953262628078373
222,3,91,9418,24,1,0,Evening,10,42,0,30,1,0,1,0,0,0,0,0,12,0.2383879781420765
223,3,94,9656,29,1,0,Evening,10,42,1,31,1,0,1,0,2,0,0,0,14,0.1656891495601173
224,3,82,10641,32,1,0,Evening,2,11,4,29,1,0,1,0,2,0,0,0,16,0.004402134
225,3,98,12091,28,1,0,Noon,10,42,5,38,2,0,0,0,0,0,0,0,12,0.006056196
226,3,78,9631,34,0,0,Evening,1,5,3,44,0,0,1,0,0,0,0,0,8,0.003600953
227,3,88,14935,21,5,1,Noon,2,11,9,27,1,0,1,0,0,0,0,0,16,0.010160163691526142
228,3,73,4943,58,5,1,Noon,2,11,2,28,0,0,2,0,0,0,0,1,14,0.099773243
229,3,65,11496,31,4,0,Evening,15,9,3,35,2,0,0,0,1,0,0,0,16,0.008669511
230,3,85,12081,28,0,0,Evening,10,42,5,38,2,0,0,0,1,0,0,0,12,0.00366137
231,3,82,10467,40,4,0,Noon,1,5,4,19,0,0,1,0,0,0,0,0,8,0.001438696
232,3,54,1576,87,3,0,Evening,9,34,0,0,0,1,3,0,0,0,0,0,6,0
233,3,71,12934,19,3,0,Evening,2,11,1,16,1,0,1,0,0,0,0,0,10,0.010222335803731152
234,3,52,13583,28,3,0,Evening,15,9,3,35,1,0,1,0,0,0,0,0,16,0.008097085
235,3,71,12934,19,3,0,Evening,2,11,2,23,1,0,1,0,0,0,0,0,15,0.004178011
236,3,85,12081,28,3,0,Evening,10,42,5,38,2,0,0,0,1,0,0,0,12,0.005944401
237,3,74,6950,51,2,0,Evening,15,9,3,43,2,0,0,0,1,0,0,0,12,0.003181435
238,3,82,10467,40,2,0,Evening,1,5,4,19,0,0,1,0,0,0,0,0,10,0.003209171
239,3,65,12934,19,2,0,Evening,2,11,1,16,1,0,1,0,0,0,0,0,10,0.017537097706687224
240,3,73,4901,55,1,0,Evening,2,11,2,17,0,0,2,0,0,0,0,0,14,0.10287081339712917
241,3,69,8332,41,0,0,Evening,2,11,1,20,1,0,0,0,0,0,0,0,14,0.33707865168539325
242,3,88,12099,18,5,1,Noon,15,31,4,39,1,0,0,0,0,0,0,1,12,0.002290576
243,3,77,12088,39,5,1,Noon,2,11,3,22,0,0,2,0,0,0,0,0,16,0.005719776
244,3,84,4943,58,5,1,Morning,2,11,2,28,0,0,2,0,0,0,0,0,14,0.11320754716981132
245,3,77,10611,45,5,1,Noon,2,11,1,23,0,0,2,0,0,0,0,0,10,0.024661893396976928
246,3,69,8332,41,5,1,Morning,2,11,1,20,1,0,0,0,0,0,0,0,14,0.3710407239819005
247,3,80,18623,19,4,0,Evening,15,12,7,22,2,0,0,0,0,0,0,0,12,0.003030656
248,3,71,8698,48,5,1,Noon,6,26,2,40,1,0,1,0,0,0,0,0,14,0.15916359163591634
249,3,77,12088,39,4,0,Evening,2,11,3,22,0,0,2,0,0,0,0,0,16,0.00521923
250,3,81,17044,27,4,0,Evening,2,11,5,34,1,0,1,0,0,0,0,0,3,0.030082987551867217
251,3,78,8818,24,4,0,Noon,6,26,3,35,1,0,2,0,0,0,0,0,13,0.040552945623413786
252,3,78,14517,32,3,0,Evening,15,31,3,30,1,0,2,0,3,0,0,0,5,0
253,3,69,8332,41,4,0,Noon,2,11,1,20,1,0,0,0,0,0,0,0,14,0.3228346456692913
254,3,90,10809,47,3,0,Evening,2,11,6,27,0,0,1,0,0,0,0,0,15,0.002724097
255,3,77,9020,29,3,0,Evening,6,26,2,30,2,0,0,0,0,0,0,0,14,0.2132902443950717
256,3,107,15032,16,3,0,Noon,6,26,5,41,1,0,1,0,0,0,0,0,5,0.019493050303804733
257,3,82,9342,55,3,0,Noon,2,11,1,36,2,0,1,0,0,0,0,0,10,0.018194706994328926
258,3,82,9557,63,2,0,Evening,2,11,5,31,0,0,1,0,0,0,0,0,1,0.005788074
259,3,87,12271,42,1,0,Evening,15,31,3,32,2,0,0,0,0,0,0,0,5,0.004044406
260,3,68,10208,33,1,0,Evening,15,12,4,30,1,0,0,0,0,0,0,0,12,0.002256161
261,3,78,10405,25,1,0,Evening,6,26,0,28,0,0,0,0,0,0,0,0,14,0.2519230769230769
262,3,111,15991,26,1,0,Evening,6,26,11,19,2,0,1,0,0,0,0,0,5,0.008068896
263,3,115,15991,26,1,0,Noon,6,26,11,19,2,0,1,0,0,0,0,0,4,0.009692028
264,3,64,2348,50,1,0,Morning,2,11,1,19,2,0,1,0,0,0,0,0,12,0.6925207756232687
265,3,81,17044,27,0,0,Evening,2,11,5,34,1,0,1,0,0,0,0,0,10,0.066827874
